Nimi;Lukumäärä
Jila;13
Jitta;13
Johanne;13
Jolina;13
Josefia;13
Kaijaleena;13
Kaisa-Elina;13
Kaisa-Maaria;13
Kaitlyn;13
Kati-Susanna;13
Katja-Liisa;13
Katri-Johanna;13
Kide;13
Kinga;13
Kirsi-Marjo;13
Kukkamaaria;13
Lamia;13
Lan;13
Leena-Liisa;13
Liis;13
Linda-Sofia;13
Linéa;13
Lirije;13
Lora;13
Lorna;13
Lu;13
Luljeta;13
Lyudmila;13
Maaru;13
Madelein;13
Maija-Elina;13
Maisu;13
Maja-Lisa;13
Maram;13
Marella;13
Margareth;13
Mariliina;13
Mari-Liis;13
Mary-Anne;13
Meral;13
Merilin;13
Merilla;13
Meri-Maaria;13
Mia-Sofia;13
Michal;13
Mielikki;13
Milaya;13
Milla-Maarit;13
Minetta;13
Miray;13
Mirca;13
Miretta;13
Mirja-Maija;13
Nadeschda;13
Nadin;13
Nadira;13
Nargis;13
Naya;13
Nella-Sofia;13
Nicolette;13
Noora-Sofia;13
Oona-Emilia;13
Ophelia;13
Ottiilia;13
Pirke;13
Pirpa;13
Päivi-Elina;13
Päivi-Maarit;13
Rabab;13
Rahima;13
Razia;13
Reeta-Mari;13
Riikka-Johanna;13
Riina-Liisa;13
Riinu;13
Ronja-Maria;13
Roosa-Maija;13
Rosabella;13
Salla-Riikka;13
Sam;13
Sanna-Riina;13
Sanna-Sofia;13
Sanna-Tuulia;13
Sanni-Maija;13
Sannimari;13
Sara-Lotta;13
Sari-Liisa;13
Satu-Elina;13
Satu-Maaret;13
Sawsan;13
Semra;13
Shahnaz;13
Shamsa;13
Sheima;13
Shiva;13
Shpresa;13
Silja-Sofia;13
Sinella;13
Sirin;13
Soheila;13
Suraya;13
Suvi-Johanna;13
Svanhild;13
Taila;13
Tanja-Maarit;13
Taru-Tuuli;13
Tellu;13
Teressa;13
Terhi-Marja;13
Tesla;13
Tiina-Elina;13
Tina-Maria;13
Titta-Mari;13
Towe;13
Trina;13
Truc;13
Trude;13
Tuuli-Mari;13
Ulla-Kristina;13
Urve;13
Vadelma;13
Valpu;13
Varpu-Liisa;13
Vera-Maria;13
Viana;13
Viivi-Lotta;13
Vlora;13
Wafa;13
Walma;13
Zeineb;13
Zena;13
Zita;13
Zlata;13
Aadolf;13
Abd;13
Abdillahi;13
Agron;13
Aki-Jussi;13
Akke;13
Alf-Erik;13
Alieu;13
Alon;13
Antti-Mikko;13
Araz;13
Arber;13
Arkadi;13
Arsalan;13
Arturo;13
Asaad;13
Asher;13
Auku;13
Barham;13
Bashiir;13
Bashkim;13
Behar;13
Bekir;13
Benja;13
Carl-Göran;13
Clas-Göran;13
Cristiano;13
Csaba;13
Daan;13
Dan-Anders;13
Denys;13
Desmond;13
Dome;13
Edis;13
Edon;13
Eelon;13
Ele;13
Emrik;13
Endrit;13
Enok;13
Ercan;13
Erich;13
Erion;13
Erkki-Jussi;13
Erkki-Pekka;13
Esaias;13
Esu;13
Fahim;13
Fehmi;13
Franklin;13
Gavin;13
Ghassan;13
Grels;13
Haitham;13
Hamdi;13
Hansi;13
Hardi;13
Haroun;13
Haydar;13
Hung;13
Ibraahim;13
Ikenna;13
Immu;13
Ingolf;13
Ingvald;13
Ishak;13
Isse;13
Jaafar;13
Jahn;13
Jan-Sebastian;13
Jaripekka;13
Jayson;13
Joah;13
Joao;13
Joël;13
Joni-Mikael;13
Jousia;13
Jovan;13
Juha-Veli;13
Jukka-Tapani;13
Junior;13
Kastriot;13
Kert;13
Khac;13
Klim;13
Kosma;13
Krishna;13
Kristen;13
Kushtrim;13
Lars-Peter;13
Lennie;13
Lennon;13
Leroy;13
Loris;13
Lulzim;13
Maksym;13
Mano;13
Margo;13
Markku-Juhani;13
Mickael;13
Miclas;13
Mika-Markus;13
Mishka;13
Mojtaba;13
Muharrem;13
Musse;13
Neeo;13
Nietos;13
Noe;13
Noeli;13
Norbert;13
Otto-Emil;13
Panu-Pekka;13
Pavlos;13
Penja;13
Penjami;13
Pette;13
Phillip;13
Phoenix;13
Pohto;13
Raiko;13
Raimond;13
Rajan;13
Ramesh;13
Reittu;13
Ronaldo;13
Ruska;13
Ruudolf;13
Sabri;13
Saeid;13
Saki;13
Sameer;13
Sascha;13
Seif;13
Sheikh;13
Sid;13
Sigfrid;13
Simo-Petteri;13
Sinuhe;13
Sofiane;13
Suhaib;13
Suheyb;13
Sultan;13
Süleyman;13
Taher;13
Talal;13
Tamer;13
Taras;13
Terence;13
Tero-Petteri;13
Thorsten;13
Thorvald;13
Timo-Jussi;13
Toive;13
Tommo;13
Toni-Mikael;13
Topi-Matti;13
Veeli;13
Veli-Tapio;13
Vesa-Veikko;13
Ville-Tapio;13
Ville-Tuomas;13
Vinha;13
Virmo;13
Wasim;13
Wenni;13
Yaxye;13
Yazan;13
Yilmaz;13
Youcef;13
Yu;13
Yuriy;13
Yusef;13
Zein;13
Zubair;13
Özgür;13
Adalina;12
Adama;12
Adar;12
Adelea;12
Aferdita;12
Ainomari;12
Aissa;12
Alesia;12
Aliza;12
Allis;12
Amadea;12
Anela;12
Aninka;12
Annabell;12
Anna-Ilona;12
Annalena;12
Anna-Maj;12
Anna-Marika;12
Anni-Julia;12
Annilotta;12
Anni-Marja;12
Ann-Sofia;12
Ann-Sophie;12
Antje;12
Anu-Maaria;12
Anu-Marja;12
Anu-Pauliina;12
Asrin;12
Auvo;12
Ayah;12
Ayat;12
Azadeh;12
Belma;12
Bita;12
Colette;12
Daniel;12
Dara;12
Debbie;12
Didem;12
Doaa;12
Dorina;12
Dounia;12
Ebru;12
Eeden;12
Eevariitta;12
Eevi-Maria;12
Eileen;12
Elbe;12
Ella-Riina;12
Elli-Ilona;12
Ellis;12
Elo;12
Enne-Liisa;12
Enni-Maija;12
Eppu;12
Erikka;12
Eva-Christina;12
Evamaria;12
Evangelia;12
Fahima;12
Florentina;12
Fowsia;12
Francine;12
Gentiana;12
Gerli;12
Giia;12
Grazyna;12
Gull-Britt;12
Gullevi;12
Gunn-Maj;12
Hania;12
Hannariina;12
Hedy;12
Heidi-Marja;12
Heidi-Susanna;12
Heini-Marja;12
Heli-Johanna;12
Helma;12
Hibaq;12
Hildegard;12
Hillamari;12
Hilla-Marja;12
Hilpe;12
Illusia;12
Inga-Maarit;12
Ioana;12
Ioanna;12
Isatou;12
Iza;12
Izabel;12
Jadele;12
Jadeliina;12
Janka;12
Jasemin;12
Jay;12
Jazmin;12
Jenna-Sofia;12
Jenni-Maija;12
Jenny-Sofia;12
Jerica;12
Jesse;12
Johanna-Maria;12
Jooa;12
Josette;12
Josie;12
Junie;12
Ka;12
Kaisamaria;12
Kassandra;12
Katharine;12
Kati-Maarit;12
Katjaana;12
Keth;12
Kimete;12
Kirsi-Marika;12
Kitti;12
Leanne;12
Leenamari;12
Lei;12
Leini;12
Lembi;12
Leya;12
Lii;12
Lija;12
Linette;12
Ling;12
Loreta;12
Lottaliina;12
Lotta-Liina;12
Lotta-Riina;12
Maha;12
Maika;12
Maliina;12
Mandana;12
Manha;12
Maral;12
Marcella;12
Maria-Teresa;12
Marie-Helene;12
Marike;12
Mariliisa;12
Mari-Sanna;12
Mari-Sisko;12
Marisol;12
Marjo-Riina;12
Márta;12
Maru;12
Marus;12
Matlena;12
Mayya;12
Meeli;12
Meera;12
Melak;12
Mélanie;12
Meria;12
Merja-Helena;12
Merja-Terttu;12
Mia-Maija;12
Miki;12
Millamaria;12
Milva;12
Mine;12
Mirjana;12
Muntaha;12
Nadra;12
Nafiso;12
Nea-Mari;12
Nejla;12
Nella-Noora;12
Nelmi;12
Nene;12
Nerissa;12
Niina-Kaisa;12
Orla;12
Outi-Mari;12
Outi-Marja;12
Pami;12
Patience;12
Patrizia;12
Paula-Maija;12
Pella;12
Petrina;12
Pia-Marie;12
Piia-Maarit;12
Piia-Riikka;12
Pirjo-Hannele;12
Pirkko-Riitta;12
Prisca;12
Prisilla;12
Raakkel;12
Reena;12
Riija;12
Rinesa;12
Ritu;12
Robin;12
Rose-Mari;12
Saana-Tuulia;12
Saara-Elina;12
Sabiriin;12
Sadie;12
Salla-Marja;12
Sanna-Pauliina;12
Sanna-Reetta;12
Sára;12
Sara-Julia;12
Sara-Tuulia;12
Sari-Hannele;12
Sariina;12
Sari-Maija;12
Sarra;12
Seinab;12
Selinda;12
Shaima;12
Shakila;12
Shannon;12
Shanti;12
Shima;12
Shira;12
Sierra;12
Sig-Britt;12
Sila;12
Silja-Riitta;12
Sini-Päivikki;12
Sisi;12
Sisko-Helena;12
Sisko-Maria;12
Sita;12
Sofiel;12
Sola;12
Sumu;12
Susie;12
Suvi-Kukka;12
Tabita;12
Taika-Tuulia;12
Taru-Maria;12
Tiia-Leena;12
Tiia-Riitta;12
Tiia-Sofia;12
Tiinamaija;12
Timea;12
Tony;12
Tyti;12
Valbona;12
Van;12
Vanilja;12
Vineta;12
Vinja;12
Virpa;12
Wanna;12
Yi;12
Zana;12
Zarina;12
Zuzanna;12
Aato;12
Aavo;12
Abdellatif;12
Abdulkarim;12
Adis;12
Aki-Petri;12
Al;12
Aleksandros;12
Alfie;12
Alfredo;12
Alp;12
Altin;12
Andrzej;12
Anik;12
Antti-Einari;12
Antti-Tapio;12
Arion;12
Armand;12
Armi;12
Arri;12
Arsen;12
Arsim;12
Asto;12
Atos;12
Ayaan;12
Badr;12
Bahram;12
Cajus;12
Cecil;12
Cesar;12
Claude;12
Collin;12
Conor;12
Damon;12
Darian;12
Daris;12
Deniel;12
Dominique;12
Doni;12
Ebenezer;12
Edison;12
Edris;12
Eelia;12
Eelo;12
Eetu-Matti;12
Eetu-Ville;12
Eetvi;12
Eino-Juhani;12
Eliott;12
Esa-Jussi;12
Esteban;12
Eugene;12
Fatos;12
Ferenc;12
Fidan;12
Fionn;12
Florent;12
Fredi;12
Fride;12
Gani;12
Ghazi;12
Gordon;12
Granit;12
Han;12
Hans-Göran;12
Hawkar;12
Hayden;12
Hedi;12
Heiki;12
Heikki-Tapio;12
Henri-Mikael;12
Hunter;12
Iko;12
Jaapo;12
Jann;12
Janne-Markus;12
Jannik;12
Jannis;12
Jari-Jussi;12
Jari-Mikko;12
Jari-Tapio;12
Jasim;12
Jasir;12
Jauri;12
Jelmeri;12
Jimy;12
Jino;12
Joannis;12
Joni-Juhani;12
Jonttu;12
Joona-Pekka;12
Joonathan;12
Joonia;12
Josse;12
Juha-Markku;12
Jussi-Heikki;12
Jussi-Mikko;12
Kai-Juhani;12
Kaijus;12
Kajus;12
Kaleb;12
Kalle-Valtteri;12
Kalle-Veikko;12
Karipekka;12
Karl-Anton;12
Kaveh;12
Kelpo;12
Kille;12
Kiri;12
Klas-Göran;12
Kristof;12
Lars-Ole;12
Lassi-Matti;12
Laurent;12
Leandro;12
Leith;12
Lloyd;12
Marcello;12
Marko-Mikael;12
Marko-Pekka;12
Marwaan;12
Mascuud;12
Mats-Erik;12
Matthieu;12
Mattia;12
Matti-Esko;12
Matts-Erik;12
Maurice;12
Mihku;12
Miihkali;12
Mitjo;12
Moustafa;12
Mykola;12
Nguyen;12
Nic;12
Nihat;12
Obinna;12
Okan;12
Olli-Oskari;12
Onni-Elmeri;12
Othman;12
Patu;12
Pavlo;12
Petar;12
Phi;12
Phuoc;12
Raafael;12
Raivo;12
Ramiar;12
Ramiz;12
Ransu;12
Rikumatti;12
Roshan;12
Rui;12
Rupert;12
Sadik;12
Samo;12
Sándor;12
Sead;12
Sipan;12
Sohrab;12
Sony;12
Steffen;12
Tate;12
Thorbjörn;12
Timo-Tapani;12
Toni-Kristian;12
Toni-Tapio;12
Tonny;12
Udo;12
Vahid;12
Veli-Kalle;12
Veli-Tapani;12
Venneri;12
Vesa-Tapio;12
Vicente;12
Ville-Sakari;12
Visa-Pekka;12
Walton;12
Wiliam;12
Yacquub;12
Yoav;12
Yoel;12
Zakarie;12
Afifa;11
Ágnes;11
Ailiina;11
Aino-Riitta;11
Aino-Sisko;11
Aksana;11
Alivia;11
Alja;11
Almas;11
Amilda;11
Aniso;11
Anna-Juulia;11
Anne-Katariina;11
Anne-Marit;11
Annemo;11
Ann-Jeanette;11
Ann-Katrine;11
Annu-Maria;11
Anu-Johanna;11
Anu-Liina;11
Anumari;11
Anuriikka;11
Anvi;11
Anzal;11
Anzela;11
Arielle;11
Arzu;11
Asmin;11
Asya;11
Axa;11
Barbi;11
Bayan;11
Beáta;11
Beatrix;11
Bigga;11
Biritta;11
Bleona;11
Bouchra;11
Caisha;11
Caren;11
Cathy;11
Cécile;11
Chanelle;11
Corina;11
Dahabo;11
Danuta;11
Deka;11
Della;11
Denisa;11
Désirée;11
Destiny;11
Dorthe;11
Efia;11
Eh;11
Ekaterini;11
Elisia;11
Ella-Olivia;11
Elodie;11
Emil;11
Emiliia;11
Emma-Karoliina;11
Emma-Noora;11
Enea;11
Erjona;11
Erva;11
Éva;11
Eva-Leena;11
Fardowso;11
Farideh;11
Faye;11
Frances;11
Franciska;11
Ganna;11
Gunn-Lis;11
Haawo;11
Haddy;11
Hadil;11
Haidi;11
Hajer;11
Haley;11
Hanaa;11
Hanna-Laura;11
Hanna-Stiina;11
Heidy;11
Hélène;11
Heta-Liisa;11
Hibaaq;11
Hidajete;11
Hillamaria;11
Ibadete;11
Ida-Amanda;11
Ida-Julia;11
Iina-Kaisa;11
Ilse-Maj;11
Ina-Maria;11
Indra;11
Inga-Lisa;11
Ing-Mari;11
Inka-Maaria;11
Istar;11
Izabela;11
Jaada;11
Jannah;11
Jasminka;11
Jenilla;11
Jennamiia;11
Jenni-Liisa;11
Jenni-Maaria;11
Jin;11
Jocelyn;11
Joela;11
Jolie;11
Juan;11
Judi;11
Juliane;11
Julienna;11
Julita;11
Kaili;11
Kaisa-Reeta;11
Kaisla-Maria;11
Kariina;11
Karma;11
Kaste-Helmi;11
Katarine;11
Katrianna;11
Kausar;11
Kaya;11
Kevät;11
Kirsi-Liisa;11
Kosovare;11
Kowsar;11
Krenare;11
Kreta;11
Krystyna;11
Lala;11
Lalla;11
Lani;11
Leen;11
Leone;11
Leonita;11
Liah;11
Lippe;11
Lis;11
Lita;11
Livian;11
Ludmilla;11
Maiju-Liina;11
Maisie;11
Mali;11
Maliha;11
Margitha;11
Mária;11
Maribel;11
Marileena;11
Marja-Sinikka;11
Mawada;11
Maysa;11
Melania;11
Meli;11
Merianna;11
Merihelmi;11
Meri-Kukka;11
Merjem;11
Mette-Maaria;11
Miia-Leena;11
Milla-Riikka;11
Minela;11
Minna-Johanna;11
Minnaleena;11
Minnamaija;11
Miri;11
Mirja-Kaarina;11
Moona-Maria;11
Muno;11
Nahida;11
Nayla;11
Nazia;11
Neha;11
Neli;11
Nelliina;11
Neonilla;11
Nermina;11
Nguyet;11
Nicita;11
Nikol;11
Nikola;11
Nina-Johanna;11
Nina-Marie;11
Nóra;11
Oliver;11
Ooda;11
Orvo;11
Outi-Katariina;11
Outi-Maaria;11
Papu;11
Paula-Riitta;11
Pelagia;11
Pia-Christina;11
Piretta;11
Pirje;11
Pirkka;11
Pirve;11
Pricella;11
Päivi-Riitta;11
Reelika;11
Rena;11
Rihaam;11
Riikka-Maaria;11
Riikka-Susanna;11
Riona;11
Rita-Maria;11
Ritva-Maija;11
Romy;11
Rosa-Liina;11
Rosa-Linda;11
Rose-May;11
Rosetta;11
Runa-Lisa;11
Sabriin;11
Safaa;11
Saga-Maria;11
Saija-Riitta;11
Samah;11
Samina;11
Samuel;11
Sanaz;11
Sandra-Sofia;11
Sane;11
Sari-Sisko;11
Satu-Kristiina;11
Satu-Marika;11
Satu-Marjaana;11
Seeli;11
Senni-Sofia;11
Setareh;11
Shan;11
Shari;11
Shkurte;11
Shugri;11
Sinea;11
Sinem;11
Sini-Marika;11
Sini-Meri;11
Snöfrid;11
Sofía;11
Sofiya;11
Sol;11
Somaya;11
Somayeh;11
Su;11
Sultan;11
Sumaiya;11
Susi;11
Suvi-Pauliina;11
Suvi-Pilvi;11
Suweyda;11
Tahiti;11
Tarja-Anneli;11
Tarja-Sisko;11
Tereza;11
Terhi-Liisa;11
Terri;11
Thien;11
Thora;11
Tida;11
Tiia-Maaria;11
Tiia-Marika;11
Timna;11
Toni;11
Tordis;11
Torhild;11
Tuija-Maija;11
Tuula-Marjatta;11
Tuuli-Anna;11
Ulpukka;11
Umayma;11
Vaili;11
Valbone;11
Valentiina;11
Vendi;11
Via;11
Vira;11
Vladislava;11
Wendela;11
Willa;11
Xin;11
Yasna;11
Zeynab;11
Zoia;11
Åse;11
Abdelkarim;11
Abdiwahab;11
Abdiwali;11
Abdiweli;11
Abdoulaye;11
Abdoulie;11
Agon;11
Ajmal;11
Amro;11
Anthonio;11
Antti-Matias;11
Apollo;11
Ardit;11
Ario;11
Ashkan;11
Assar;11
Asse;11
Awil;11
Axeli;11
Azhar;11
Bashar;11
Bengt-Olof;11
Bennet;11
Berk;11
Binh;11
Bjørn;11
Casey;11
Dániel;11
Dara;11
Dastan;11
Davud;11
Davy;11
Deniss;11
Dewin;11
Dimi;11
Dimitar;11
Drilon;11
Driton;11
Eemin;11
Ekrem;11
Elvar;11
Emmet;11
Erasmus;11
Esa-Petri;11
Ezekiel;11
Fares;11
Fathi;11
Feelix;11
Flynn;11
Gerard;11
Gian;11
Gianluca;11
Gregor;11
Guennadi;11
Haci;11
Halid;11
Halit;11
Hao;11
Horst;11
Ila;11
Jaakko-Matti;11
Jamshid;11
Janko;11
Jan-Martin;11
Janno;11
Jan-Roger;11
Jari-Veikko;11
Jarkko-Juhani;11
Jesse-Juhani;11
Jon-Erik;11
Joni-Kristian;11
Joopi;11
Joosia;11
Jori-Matti;11
Josias;11
Jouni-Matti;11
Juha-Erkki;11
Juha-Pertti;11
Juho-Erik;11
Juhomatti;11
Jupiter;11
Jussi-Joonas;11
Jyri-Petri;11
Kai-Petri;11
Kaj-Henrik;11
Kambiz;11
Kardo;11
Karri-Pekka;11
Kebba;11
Kien;11
Kim-Henrik;11
Kim-Johan;11
Krisse;11
Lance;11
Ledion;11
Lemmi;11
Leo-Matti;11
Liekki;11
Liius;11
Liridon;11
Lotfi;11
Luc;11
Lumi;11
Lumo;11
Marcelo;11
Marcin;11
Mariwan;11
Marko-Petteri;11
Mazin;11
Mertzi;11
Mies;11
Mika-Erik;11
Min;11
Miro-Petteri;11
Moise;11
Muhamet;11
Nadeem;11
Nedim;11
Nedzad;11
Nhu;11
Olli-Antti;11
Olov;11
Onni-Ilmari;11
Orlando;11
Oscari;11
Otis;11
Pascal;11
Pedram;11
Pelle;11
Per-Göran;11
Phuc;11
Pjotr;11
Puro;11
Pär-Erik;11
Rafi;11
Raikas;11
Rando;11
Ravi;11
Rei;11
Rejan;11
Remzi;11
Renas;11
Renato;11
Ridwaan;11
Roel;11
Roope-Oskari;11
Rymy;11
Safin;11
Sahand;11
Sahin;11
Sai;11
Sajad;11
Samiir;11
Sami-Kristian;11
Sanjay;11
Sedat;11
Semmi;11
Serafim;11
Seve;11
Shadi;11
Shahid;11
Shuaib;11
Shwan;11
Skender;11
Sohail;11
Spencer;11
Sten-Olof;11
Sunday;11
Sunil;11
Suraj;11
Sylvain;11
Taave;11
Tareq;11
Teim;11
Teri;11
Tero-Tapio;11
Thord;11
Tijan;11
Timo-Heikki;11
Truong;11
Usman;11
Valdo;11
Vassili;11
Veeni;11
Veli-Erkki;11
Veli-Jaakko;11
Veniamin;11
Vesa-Antti;11
Vexi;11
Ville-Mikael;11
Villepekka;11
Ville-Tapani;11
Ville-Veli;11
Vilperi;11
Visa-Matti;11
Visar;11
Volmar;11
Vsevolod;11
Waldo;11
Walto;11
Wilbert;11
Wilfred;11
Will;11
Wojciech;11
Ykä;11
Younis;11
Zafer;11
Zsolt;11
Abir;10
Abrar;10
Adora;10
Adrienne;10
Afsaneh;10
Aila-Maija;10
Áile;10
Aino-Helena;10
Aino-Liina;10
Aino-Maaria;10
Aira-Liisa;10
Alara;10
Alfia;10
Alita;10
Almiina;10
Amine;10
Amirah;10
Andreea;10
Aneta;10
Anilla;10
Anna-Kreeta;10
Anna-Matilda;10
Anna-Mi;10
Anna-Miia;10
Anna-Roosa;10
Ann-Caroline;10
Ann-Cathrin;10
Anne-Birgitta;10
Annelise;10
Annileena;10
Anni-Liisa;10
Anni-Riina;10
Anni-Riitta;10
Annlis;10
Ann-Maarit;10
Anu-Riitta;10
Arezo;10
Ariadna;10
Arianne;10
Arja-Helena;10
Arja-Terttu;10
Arwa;10
Asteri;10
Aurea;10
Bambi;10
Beatta;10
Belle;10
Bernadette;10
Besa;10
Bia;10
Bilan;10
Blessing;10
Bridget;10
Carole;10
Catherina;10
Cathrin;10
Catja;10
Charlie;10
Chioma;10
Chira;10
Cristal;10
Cristine;10
Daga;10
Dalal;10
Daphne;10
Deqa;10
Donjeta;10
Dorcas;10
Eetu;10
Eija-Marja;10
Eina;10
Eleonore;10
Eliane;10
Ella-Emilia;10
Ella-Riikka;10
Elli-Lotta;10
Elmedina;10
Elva;10
Elwa;10
Emma-Roosa;10
Emmi-Liina;10
Ennika;10
Eva-Kristina;10
Evelyne;10
Evian;10
Farahnaz;10
Fatme;10
Fenja;10
Floora;10
Francoise;10
Frida-Maria;10
Giada;10
Gizem;10
Gry;10
Gwen;10
Hai;10
Haije;10
Hanane;10
Hanieh;10
Hanna-Elisa;10
Hanna-Katriina;10
Hanne-Riikka;10
Hasna;10
Hebe;10
Heddy;10
Heile;10
Heine;10
Hekla;10
Heli-Sisko;10
Helmi-Riitta;10
Henja;10
Henrita;10
Homa;10
Husna;10
Ida-Annika;10
Ieva;10
Ilaf;10
Ilo;10
Inaya;10
Indi;10
Indigo;10
Intisar;10
Iqlaas;10
Iselin;10
Isolde;10
Jaael;10
Jadette;10
Jenna-Emilia;10
Jerita;10
Jette;10
Jolana;10
Jonna-Kaisa;10
Josephina;10
Jumana;10
Justyna;10
Jutta-Mari;10
Juuli-Maria;10
Jwan;10
Jytte;10
Kaija-Helena;10
Kaija-Maija;10
Kaija-Sisko;10
Kaisu-Liisa;10
Kaitlin;10
Kanjana;10
Kasandra;10
Kathrin;10
Kati-Mari;10
Kawthar;10
Keesia;10
Khawla;10
Kirsi-Hannele;10
Kirsi-Marie;10
Kirsi-Marjaana;10
Kirsti-Kaarina;10
Kiuru;10
Konstantina;10
Kristy;10
Ladan;10
Laini;10
Lakshmi;10
Laleh;10
Laure;10
Lian;10
Liina-Kaisa;10
Liisamari;10
Liridona;10
Lise-Maj;10
Lotta-Leena;10
Lourdes;10
Luca;10
Lul;10
Lycke;10
Maarita;10
Majlinda;10
Mana;10
Manti;10
Margitta;10
Maria-Kristiina;10
Marja-Riikka;10
Marjo-Hannele;10
Marjo-Reetta;10
Max;10
Melani;10
Mercy;10
Meriel;10
Meriitta;10
Merikukka;10
Merima;10
Merli;10
Meta;10
Mette-Maarit;10
Mia-Riikka;10
Miimi;10
Mila-Maria;10
Milina;10
Milja-Emilia;10
Milja-Maaria;10
Milla-Roosa;10
Mille;10
Milly;10
Min;10
Minni-Maria;10
Mireka;10
Mirina;10
Mirjaliisa;10
Mirke;10
Mirlinda;10
Misella;10
Mojgan;10
Molli;10
Monja;10
Morsal;10
Naemi;10
Nahla;10
Naile;10
Nanda;10
Nehir;10
Nenja;10
Nenni;10
Nessi;10
Netta-Maria;10
Nica;10
Nigar;10
Niina-Maija;10
Niitty;10
Nikoletta;10
Nina-Marika;10
Noémi;10
Nola;10
Onja;10
Outi-Leena;10
Paige;10
Parvaneh;10
Peeta;10
Petja;10
Pia-Carita;10
Pia-Helena;10
Piia-Johanna;10
Piippa;10
Pilvikki;10
Pioni;10
Piri;10
Pirjo-Helena;10
Pirjoriitta;10
Pirkko-Helena;10
Pranee;10
Rachelle;10
Rahil;10
Raija-Sisko;10
Raika;10
Ranim;10
Reija-Leena;10
Reija-Riitta;10
Reita;10
Rene;10
Riikka-Elina;10
Riikka-Sisko;10
Riina-Lotta;10
Rispa;10
Rista;10
Rosalin;10
Rosette;10
Rosmari;10
Rosmarie;10
Ruta;10
Saadia;10
Saana-Sofia;10
Saarah;10
Sadiyo;10
Sahara;10
Saia;10
Saila-Maria;10
Sakineh;10
Sallamaarit;10
Sama;10
Sanita;10
Sanna-Kaija;10
Sannaliisa;10
Sanny;10
Santtu;10
Sanya;10
Sara-Tuuli;10
Sari-Minna;10
Sarla;10
Satu-Leena;10
Say;10
Seni;10
Senita;10
Sennu;10
Serafiia;10
Sessa;10
Setayesh;10
Sharifa;10
Sheida;10
Shiri;10
Sine;10
Sini-Johanna;10
Sini-Maaret;10
Sirina;10
Sirli;10
Sirpa-Helena;10
Sky;10
Skylar;10
Sofia-Maria;10
Souad;10
Stacy;10
Stanislava;10
Steffi;10
Suhaila;10
Sunniva;10
Supaporn;10
Svenja;10
Sylwia;10
Taija-Leena;10
Tarja-Maarit;10
Tehilla;10
Terhi-Maria;10
Tessaliina;10
Tiinakaisa;10
Tiira;10
Timja;10
Tinni;10
Tonya;10
Tosca;10
Tuula-Mari;10
Ulli;10
Valdine;10
Valencia;10
Verla;10
Vian;10
Viive;10
Viivi-Sofia;10
Vilde;10
Vilma-Liina;10
Viri;10
Vu;10
Wafaa;10
Wanessa;10
Wiktoria;10
Wilma-Lotta;10
Xiao;10
Yasamin;10
Yasmeen;10
Yllka;10
Yuki;10
Zakia;10
Zilan;10
Zoë;10
Aapo-Matti;10
Aarav;10
Aaret;10
Abdelghani;10
Abdelhamid;10
Abdelrahman;10
Abdihamid;10
Abdikani;10
Abdisamad;10
Abdulhakim;10
Adham;10
Aditya;10
Adrián;10
Adriel;10
Afshin;10
Ajdin;10
Alwar;10
Amaar;10
Angus;10
Antti-Olli;10
Ari-Juha;10
Arjan;10
Arslan;10
Arte;10
Arttu-Eemeli;10
Arttu-Oskari;10
Ashish;10
Ashton;10
Astrit;10
Atik;10
Atte-Oskari;10
Augusti;10
Augustine;10
Aurel;10
Auri;10
Auro;10
Avi;10
Ayden;10
Batu;10
Behnam;10
Belal;10
Bobby;10
Bojan;10
Bradley;10
Buster;10
Carson;10
Cemil;10
Collins;10
Dai;10
Dariush;10
Dawud;10
Diako;10
Didier;10
Dimitris;10
Dirk;10
Duncan;10
Eemos;10
Eero-Veikko;10
Ege;10
Eh;10
Elmar;10
Elmi;10
Elmin;10
Emeka;10
Emmanuil;10
Engin;10
Erdi;10
Erhan;10
Erko;10
Erling;10
Eron;10
Esamatti;10
Eymen;10
Fardin;10
Fisnik;10
Florim;10
Friedrich;10
Gazmend;10
Gheorghe;10
Giacomo;10
Gil;10
Giulio;10
Gottfrid;10
Grigorii;10
Grim;10
Hamish;10
Hans-Christian;10
Hans-Henrik;10
Hany;10
Harro;10
Heljo;10
Hemminki;10
Henri-Matias;10
Hristo;10
Ihab;10
Ilai;10
Ilija;10
Illi;10
Inge;10
Iyad;10
Jaber;10
Jace;10
Jan-Emil;10
Jan-Gustav;10
Jan-Håkan;10
Jani-Jukka;10
Jani-Kristian;10
Jari-Juha;10
Jarimatti;10
Jasmo;10
Javad;10
Jehki;10
Jian;10
Joackim;10
Johan-Erik;10
John-Eric;10
Jonne-Pekka;10
Joona-Matias;10
Jori-Petteri;10
Josu;10
Juha-Mikael;10
Juho-Aleksi;10
Junno;10
Jusse;10
Jussi-Tuomas;10
Jussi-Ville;10
Jyrki-Pekka;10
Kais;10
Kaito;10
Kaj-Johan;10
Kalid;10
Kalle-Markus;10
Kamu;10
Karar;10
Kari-Veikko;10
Karl-Anders;10
Kiran;10
Krish;10
Krzysztof;10
Kwok;10
Lajos;10
Lari-Petteri;10
Lauri-Juhani;10
Lian;10
Loimu;10
Luiz;10
Majed;10
Malick;10
Manoj;10
Mara;10
Marcell;10
Mardin;10
Masood;10
Matti-Tapio;10
Maximiliam;10
Mazen;10
Melik;10
Merlin;10
